country,year,reporting_level,welfare_type,headcount_ratio_international_povline,headcount_international_povline,avg_shortfall_international_povline,total_shortfall_international_povline,income_gap_ratio_international_povline,poverty_gap_index_international_povline,mean,median,decile1_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,gini,mld,polarization,palma_ratio,s80_s20_ratio
Austria,1987,national,income,0,0,,0,,0,42.83241505,39.43361226,18.86950898,82.616536,4.405427282,5.975338282,6.962023747,7.87224313,8.776844404,9.753023041,10.7951295,12.14882225,14.02282762,19.28832075,0.230444933,0.088150405,0.195094795,0.76495324,3.208929839
Austria,1994,national,income,0.248399214,19713,1.831661057,36107.53441,96.40321352,0.23946173,46.8249805,39.61735639,14.19185588,115.1445624,3.030830068,4.962744205,6.007426661,6.952330995,7.905739506,9.063927292,10.47045598,12.1704008,14.84573119,24.5904133,0.313223423,0.183306112,0.259409662,1.173580096,4.933480712
Austria,1995,national,income,0.994031531,79008,1.817206158,143573.8241,95.64242937,0.950711218,39.92146939,35.61611077,9.154284554,89.46120534,2.293073049,4.662487909,5.984284545,7.184497341,8.318370489,9.603946884,11.07368037,12.95946678,15.5108959,22.40929673,0.310592689,0.196773129,0.270566518,1.113541789,5.451780648
Austria,1997,national,income,0.209077565,16659,1.682917593,28035.72418,88.57461016,0.185185346,44.81936156,38.71362832,14.01468689,105.0666777,3.126926935,5.006442432,6.113855942,7.075390677,8.014945656,9.264646237,10.59563415,12.35579632,15.00410945,23.4422522,0.302298534,0.166189188,0.257579771,1.099407888,4.726990736
Austria,2000,national,income,0.241608771,19357,0.013863017,268.3464182,0.729632469,0.001762888,47.53092959,41.42868487,16.13230795,107.961182,3.394065314,5.245760277,6.234881033,7.190680413,8.196693988,9.315266377,10.64542693,12.29939556,14.76395033,22.71387978,0.288371061,0.144585604,0.244810589,1.029389593,4.337799382
Austria,2003,national,income,0.332203258,26980,1.513449256,40832.86093,79.65522401,0.264620861,48.77710213,42.29499082,16.099432,114.4751406,3.300612643,5.169674652,6.219970611,7.221020477,8.162062871,9.218331667,10.52809323,12.12907555,14.58212558,23.46903271,0.294660779,0.161851279,0.23963057,1.071093722,4.492310233
Austria,2004,national,income,0.081652888,6673,1.556993716,10389.81906,81.94703767,0.06691567,51.47504776,44.37334526,17.63750998,122.7314885,3.426419352,5.120805155,6.150402613,7.09220555,8.101332442,9.124086618,10.38728152,12.07232228,14.68223536,23.84290911,0.297889898,0.15404661,0.242149368,1.094221763,4.507328015
Austria,2005,national,income,0.153690105,12645,1.268674224,16042.38556,66.77232758,0.102619547,49.1966769,43.02125361,17.18161605,112.4139399,3.492434273,5.266799857,6.289264961,7.151549141,8.189083179,9.286079002,10.53990707,12.24392543,14.69105199,22.84990511,0.287154333,0.144995601,0.240711435,1.029272769,4.28587209
Austria,2006,national,income,0.090110007,7451,0.975629627,7269.416349,51.34892772,0.046271311,50.36496359,43.21612279,17.17010825,119.4248527,3.40913743,5.185193621,6.233047186,7.102615597,8.039619291,9.156382951,10.45372038,12.13114076,14.57725178,23.711891,0.295875829,0.152393553,0.24413867,1.081253884,4.45516266
Austria,2007,national,income,0.372291729,30883,1.417456921,43775.32208,74.60299582,0.277737078,52.45567027,45.16623877,16.00477257,125.0997666,3.051104387,4.927602202,6.055331226,7.091423429,8.083266641,9.244388305,10.62772633,12.23493926,14.835554,23.84866421,0.305799959,0.174311472,0.255662113,1.128906202,4.848432235
Austria,2008,national,income,0.47116702,39208,0.949795471,37239.58083,49.98923532,0.235531921,53.3329443,46.72095384,16.03529418,128.5846681,3.00663959,4.98325332,6.161071798,7.138423875,8.185044801,9.324527654,10.55810135,12.03114026,14.50199621,24.10980113,0.304373858,0.174053633,0.242403599,1.132479735,4.832580083
Austria,2009,national,income,0.65623472,54752,1.350071352,73919.10665,71.05638693,0.466298536,55.22894596,47.73205966,15.59068642,136.3233092,2.822919421,4.845288708,5.99237619,7.039116089,8.087334838,9.262020029,10.54107083,12.06593657,14.66062916,24.68330816,0.314962324,0.200792227,0.253052309,1.192447604,5.130786313
Austria,2010,national,income,0.490702532,41039,1.371317639,56277.50457,72.17461256,0.354158896,55.78731592,48.60118674,17.19583971,131.4794231,3.082392373,4.961988583,6.087090191,7.119318648,8.160420465,9.306991279,10.61761623,12.27012875,14.82607555,23.56797794,0.302522631,0.171480975,0.250861485,1.109040095,4.772779123
Austria,2011,national,income,0.41540423,34859,1.423720736,49629.48114,74.93267032,0.311271339,54.74118174,47.29922509,15.99772396,129.6654218,2.922429412,4.90829623,6.020406394,7.049449224,8.094218226,9.291705655,10.66465463,12.36878663,14.9930564,23.6869972,0.308016687,0.183437961,0.260314666,1.133317629,4.939523534
Austria,2012,national,income,0.616917369,52006,1.378486983,71689.59403,72.55194647,0.447584882,53.48976893,46.59566337,15.22870587,125.4263342,2.84703153,4.945282775,6.140253112,7.151793693,8.171250583,9.333882344,10.67515266,12.32711781,14.95957666,23.44865883,0.304763178,0.183534752,0.253300635,1.112135137,4.928989512
Austria,2013,national,income,0.337997855,28662,1.302490563,37331.98451,68.55213488,0.231707819,56.11050193,48.06510878,17.42186351,136.2137676,3.104920276,5.004076715,6.03525853,7.030564886,8.083147066,9.161634569,10.50777539,12.15963937,14.63699868,24.27598451,0.307531331,0.173716847,0.250621507,1.146455273,4.798741847
Austria,2014,national,income,0.224260216,19166,1.250669594,23970.33344,65.82471548,0.14761806,55.24548425,48.15532177,17.09226803,132.9623835,3.093876046,4.937556961,6.056821039,7.104494227,8.170810934,9.300486863,10.54414012,12.13908906,14.58516785,24.06755689,0.305356828,0.171134156,0.246562043,1.135650581,4.812680964
Austria,2015,national,income,0.67719302,58528,1.599808528,93633.59352,84.20044884,0.570201955,55.03849215,48.61784162,16.40381669,131.2263809,2.980426253,4.890462938,6.066871402,7.130710365,8.238177847,9.409664488,10.64672806,12.23649742,14.5578057,23.84265552,0.30532775,0.184380085,0.246238535,1.131674699,4.878795813
Austria,2016,national,income,0.664063548,58017,1.591215741,92317.56362,83.74819687,0.556140984,57.53159065,50.3946151,16.04477339,137.2053302,2.788863163,4.94189407,6.063789285,7.117709144,8.163438959,9.401117466,10.65145074,12.30389073,14.71915242,23.84869402,0.30797074,0.191363372,0.252383811,1.140417103,4.988883402
Austria,2017,national,income,0.31808962,27984,1.423268296,39828.74,74.90885769,0.238276072,56.76196435,50.42504325,17.22932725,130.5071854,3.035364869,4.999947167,6.104772382,7.192710082,8.336708188,9.478972397,10.73671946,12.34019258,14.78259932,22.99201356,0.29737585,0.165789352,0.246418515,1.077777858,4.701076038
Austria,2018,national,income,0.56835837,50246,1.585819273,79681.07518,83.46417225,0.47437711,57.35662341,49.87920396,16.89576581,137.1812245,2.945739273,4.925532072,5.961117486,7.035798863,8.141581115,9.300566448,10.69180248,12.32009094,14.76052929,23.91724204,0.308487901,0.185625975,0.256059477,1.146110165,4.913789606
Austria,2019,national,income,0.640638887,56888,1.391437348,79156.08783,73.23354461,0.469160745,58.50688031,50.96867145,16.88256186,135.8161468,2.885568632,4.998533667,6.172314211,7.113975557,8.182716708,9.34181415,10.74708212,12.39413193,14.95015789,23.21370513,0.302115515,0.182869579,0.254920933,1.096517488,4.840609822
Belarus,1993,national,income,0.089329834,9147,0.389752038,3565.061894,20.51326517,0.018325415,6.843591226,6.315283416,3.332576426,13.27986132,4.86963104,6.247623571,7.236552643,8.066034309,8.840544434,9.633759067,10.52920819,11.67618204,13.49565096,19.40481376,0.216037193,0.077401326,0.170686756,0.734478809,2.959405524
Belarus,1995,national,income,0.723968506,73800,0.939183611,69311.75049,49.43071637,0.357862208,10.2173563,9.040430036,3.466885172,23.03981204,3.393133283,5.113092727,6.218517741,7.25012855,8.300877698,9.433566048,10.72761098,12.33395258,14.67943985,22.54968054,0.287617308,0.142909059,0.241560474,1.026157523,4.376690714
Belgium,1985,national,income,0.240187781,23678,1.529273798,36210.145,80.48809465,0.193318884,30.1250451,27.31048633,12.16176832,62.18363632,4.037095473,5.666994747,6.686779242,7.663811468,8.611632658,9.597820311,10.72242559,12.11212449,14.25947595,20.64184007,0.252038515,0.113160594,0.209149105,0.85812155,3.596557249
Belgium,1988,national,income,0.477808914,47311,1.846870931,87377.3106,97.20373319,0.464447776,31.67773607,28.7562794,12.3359272,66.7502415,3.894194703,5.685577451,6.679442451,7.644548787,8.588234897,9.510385072,10.60947001,12.08400123,14.23248758,21.07165782,0.25714683,0.126174849,0.20523314,0.881520515,3.685280279
Belgium,1992,national,income,0.983283828,98772,1.504597512,148612.1055,79.18934274,0.778652736,34.08683861,31.20759154,12.75367877,68.63613531,3.741525848,5.786677882,6.833082548,7.758128224,8.66721485,9.708257634,10.81933478,12.20823259,14.34187508,20.13567057,0.249518773,0.120418237,0.207262238,0.834832478,3.61847276
Belgium,1995,national,income,0.41241007,41805,1.74000517,72740.91612,91.57921946,0.377679851,40.84870779,36.13140937,13.62649164,93.32213107,3.33584399,5.282507873,6.464574882,7.456642867,8.352785057,9.33246221,10.52950206,11.96572931,14.43415415,22.84579761,0.284122689,0.152174508,0.222015879,1.01358624,4.325647449
Belgium,1997,national,income,0.492479403,50141,1.081015299,54203.18812,56.89554207,0.280201427,40.16625482,35.84445151,13.95978845,86.63185594,3.47550164,5.54128551,6.628820829,7.636901132,8.508368274,9.439809395,10.56248261,12.14911634,14.48939621,21.56831807,0.268325629,0.13624934,0.215202784,0.926374299,3.998953693
Belgium,2000,national,income,0.305506009,31318,1.875024624,58722.02116,98.68550651,0.301488374,48.19711319,39.05815594,15.9529985,136.465239,3.309948966,5.049842411,6.029352021,6.856185018,7.676845822,8.581157627,9.62581843,11.19563701,13.36122665,28.31398604,0.331375589,0.215837099,0.223291203,1.332715856,4.985197693
Belgium,2003,national,income,0.294419303,30549,1.000061012,30550.86385,52.63479009,0.154965265,43.20295801,38.52052077,14.14219917,96.1072527,3.273433075,5.274415716,6.460584562,7.461912471,8.443451564,9.424631623,10.59312062,12.10345809,14.71946625,22.24552603,0.281439485,0.145997536,0.225031796,0.989994823,4.324478964
Belgium,2004,national,income,0.052021959,5421,0.895010787,4851.853477,47.1058309,0.024504112,46.61823176,39.77024473,15.71141016,117.0906552,3.370228678,5.06578241,6.232949042,7.163133026,8.091908573,9.048316019,10.14274894,11.73165505,14.03635495,25.11692331,0.30541503,0.17138826,0.225478804,1.150458782,4.641207538
Belgium,2005,national,income,0.193070232,20231,1.359614497,27506.36088,71.55865773,0.138157851,46.56487985,40.38658595,15.79662264,111.1815363,3.392389863,5.259112975,6.370508537,7.27882684,8.181484001,9.145539585,10.29080229,11.90263221,14.30201022,23.87669348,0.293373291,0.158999373,0.22382384,1.070663499,4.412956271
Belgium,2006,national,income,0.168941521,17820,1.415795662,25229.4787,74.51556117,0.125888565,45.77641019,40.46324919,15.60620883,102.5843212,3.409225137,5.288729758,6.479436143,7.430384558,8.353533282,9.368922369,10.60052709,12.127615,14.53176082,22.40986585,0.280544964,0.139745718,0.226976087,0.991245943,4.247162363
Belgium,2007,national,income,0.151451473,16093,1.085332299,17466.25269,57.12275258,0.086514437,47.10669278,40.86748626,15.88593228,110.8994735,3.372330203,5.198583238,6.335697268,7.306161293,8.199164698,9.209955078,10.37775456,11.95969856,14.49846461,23.54219049,0.292379744,0.152814168,0.229141112,1.059849284,4.438343166
Belgium,2008,national,income,0.11841666,12682,1.244600128,15784.01882,65.50526988,0.077566753,47.73859324,41.66089042,16.34567661,108.4837557,3.423996289,5.24737973,6.459259155,7.415250825,8.299406786,9.270294464,10.54587059,12.15565672,14.45834575,22.72453969,0.283740114,0.142345314,0.227751531,1.007924004,4.288002891
Belgium,2009,national,income,0.107580909,11615,1.020768815,11856.22979,53.72467448,0.057797666,48.23317778,42.26956334,15.5124853,109.5335073,3.21614416,5.249463963,6.494163761,7.439017342,8.340250181,9.343021298,10.53436419,12.19969033,14.47472225,22.70916252,0.285513502,0.14649591,0.22773266,1.0138567,4.392346566
Belgium,2010,national,income,0.137115283,14940,1.435235295,21442.4153,75.53869971,0.103578474,47.87716049,42.48743581,15.67524179,108.883621,3.27405419,5.280668291,6.462230486,7.482055782,8.425279457,9.367396541,10.48516992,12.04523282,14.43562374,22.74228878,0.283751912,0.146636689,0.220466997,1.010812922,4.345893464
Belgium,2011,national,income,0.168268179,18574,1.040356513,19323.58187,54.75560594,0.092136827,46.71061133,41.89555364,15.43413979,104.405725,3.304204195,5.25219549,6.445861816,7.516349731,8.492267491,9.469611335,10.60925801,12.11432535,14.44431909,22.35160749,0.280606956,0.142239912,0.221186133,0.992583746,4.30039829
Belgium,2012,national,income,0.156571454,17390,1.649997004,28693.4479,86.84194759,0.135967472,48.03779212,43.11700491,16.1005779,105.3796838,3.35164819,5.335608271,6.544013804,7.607976149,8.516994637,9.480095596,10.66155805,12.12381024,14.44146592,21.93682914,0.274910949,0.137426334,0.21834056,0.960488308,4.187547037
Belgium,2013,national,income,0.144508056,16126,1.675957894,27026.497,88.20831022,0.127466201,47.9378974,43.14421882,15.86708011,104.6318006,3.309924084,5.247388253,6.521766137,7.545234249,8.510104031,9.53470314,10.71207609,12.25252194,14.53975102,21.82653105,0.276692012,0.13826449,0.223624279,0.964737861,4.249731767
Belgium,2014,national,income,0.076495959,8574,1.37350654,11776.44507,72.28981788,0.055295722,48.51284984,43.24326447,16.53830501,108.7618191,3.409056582,5.197584873,6.419177942,7.470173433,8.414532574,9.416652292,10.65143365,12.16076853,14.44144264,22.41917749,0.281341459,0.139504259,0.225383898,0.996585377,4.282811167
Belgium,2015,national,income,0.070758548,7977,1.505384368,12008.4511,79.23075621,0.056059318,49.0870299,44.49851234,16.81443291,109.1062132,3.42543294,5.186285791,6.481228546,7.553303535,8.565948773,9.523507758,10.64996821,12.08515104,14.30207728,22.22709613,0.277294625,0.135802496,0.217444236,0.981491211,4.241798246
Belgium,2016,national,income,0.059816154,6778,1.782328456,12080.62228,93.80676085,0.056111424,48.55640215,44.0389437,16.46630191,107.5882297,3.391170099,5.236943103,6.518644052,7.628167635,8.591115198,9.536290274,10.62277764,12.04243423,14.27508512,22.15737265,0.275809819,0.135754405,0.21365276,0.972884554,4.222528949
Belgium,2017,national,income,0.147868582,16820,1.508290719,25369.44989,79.38372204,0.117381596,49.09336504,44.16195343,16.45302854,107.7441099,3.351375186,5.340696744,6.574005179,7.630427214,8.585791069,9.513441576,10.6390757,12.06960686,14.34880421,21.94677627,0.273879678,0.135420742,0.214599804,0.958520827,4.175711012
Belgium,2018,national,income,0.081113596,9269,1.507534263,13973.33509,79.3439086,0.064359431,50.24460203,45.16680986,17.73443981,111.7621745,3.529620913,5.362650545,6.663628428,7.649387448,8.56903068,9.403906456,10.4785198,11.89863252,14.20100499,22.24361822,0.272144137,0.1313843,0.205520266,0.95855819,4.098460487
Belgium,2019,national,income,0.078552465,9025,1.535399097,13856.97685,80.8104788,0.063479488,51.98849427,46.38475569,18.66229971,116.0296358,3.589698061,5.429554652,6.637295899,7.609199719,8.512603209,9.388464156,10.43705698,11.87742215,14.20037543,22.31832974,0.272198008,0.131796888,0.206974204,0.959278396,4.048972386
Belize,1993,national,income,10.06149875,19884,0.940424397,18699.39871,49.49602089,4.98003228,11.29378539,5.617939748,0.954104314,57.75688364,0.844804714,2.116038193,2.852606127,3.669455654,4.523921576,5.520081573,7.06027388,9.120993439,13.15141296,51.14041188,0.60253986,0.691180944,0.472818497,5.39290582,21.71402768
Belize,1994,national,income,9.748367269,19660,0.87853698,17272.03702,46.23878841,4.507433,10.97926298,5.311255498,1.04503807,57.66151235,0.951828981,2.137083474,2.860290067,3.658116432,4.426074868,5.329017247,6.659477737,8.560340477,12.89920689,52.51856382,0.609084287,0.687243403,0.45728898,5.466516108,21.1782534
Belize,1996,national,income,13.26205959,28336,0.790644169,22403.69316,41.61285098,5.518776305,8.788462691,4.607902259,0.886128478,40.90712079,1.0082861,2.332958122,3.167804081,3.957934065,4.758707541,5.919267517,7.603340576,9.975082284,14.73023017,46.54638955,0.565936851,0.596068725,0.495892153,4.446973149,18.33946148
Belize,1997,national,income,16.00053984,35453,0.912026607,32334.07929,48.00140036,7.680440694,9.093532286,4.561128758,0.581662041,45.74577994,0.639643675,2.006064767,2.801225596,3.568765112,4.497981601,5.70481683,7.245362546,9.366991662,13.8633061,50.30584212,0.604253153,0.723344124,0.500650642,5.57980488,24.25405128
Belize,1998,national,income,14.1631322,32610,0.774089601,25243.06187,40.74155792,5.77022256,8.538395865,4.745422563,0.877365701,37.3203824,1.027553319,2.285507013,3.072846714,3.961663887,4.956410121,6.309794092,8.244314843,10.76813256,15.6648853,43.70889215,0.549060262,0.553787147,0.522336488,4.224072725,17.92112775
Belize,1999,national,income,13.9180823,33261,0.823766015,27399.28143,43.35610605,6.034285203,8.891527252,5.279236305,0.826284668,37.73248815,0.929294422,2.281706277,3.403921239,4.286410729,5.338367656,6.661718419,8.460592712,10.94911045,15.25242474,42.43645336,0.532627659,0.529622789,0.481453028,3.892776659,17.96601232
Bolivia,1997,national,income,19.25502198,1528358,0.984269221,1504315.738,51.80364321,9.974800799,9.42478771,5.187403014,0.450860838,42.75318157,0.478377712,1.54615076,2.637058581,3.720553265,4.890982584,6.223536014,8.003486786,10.83882678,16.29853991,45.36248761,0.581644284,0.688260258,0.555954585,5.411802463,30.45698215
Bolivia,1999,national,income,25.18191748,2079288,1.153161824,2397755.543,60.69272758,15.28359591,8.251679113,4.771115488,0.212953255,35.15519083,0.258072632,1.019078751,2.238349149,3.492855476,4.952057977,6.7020859,8.907467715,11.9051187,17.92123226,42.60368144,0.580970457,0.773397285,0.622369915,6.078983629,47.39055566
Bolivia,2000,national,income,28.56730051,2404872,1.163828656,2798858.948,61.2541398,17.49865064,7.704934473,4.056431936,0.182520119,36.86078465,0.236887308,0.83627651,2.025736149,3.245570993,4.63210937,6.047351484,7.897976595,10.91969395,16.31790688,47.84049076,0.616399151,0.863633107,0.623950933,7.540501181,59.78434659
Bolivia,2001,national,income,22.78254981,1954798,1.024121771,2001951.19,53.90114585,12.28005312,7.991732933,4.57508427,0.371866588,35.29134146,0.465314083,1.422726242,2.616630042,3.847357328,5.061802275,6.50993684,8.272616813,11.19243354,16.45137199,44.15981085,0.573987961,0.689538832,0.552399282,5.287316141,32.10269507
Bolivia,2002,national,income,24.56301141,2147500,1.031344806,2214812.97,54.28130557,13.33312101,7.987510733,4.348400907,0.299660015,37.23374209,0.375160704,1.312498873,2.436453928,3.619778363,4.835107347,6.2021446,8.024093885,10.84289656,15.7369148,46.61495094,0.593110391,0.752036707,0.570680045,6.019576684,36.94576002
Bolivia,2004,national,income,13.56689739,1230388,0.837919798,1030966.464,44.10104198,5.98314363,9.189799713,5.198930837,0.842209326,40.35821089,0.916461024,2.171411998,3.109510755,4.070163639,5.112040382,6.308981109,8.078304514,10.68986943,15.62694542,43.91631173,0.550098723,0.567831317,0.503232202,4.277195901,19.28293577
Bolivia,2005,national,income,19.19925367,1772533,0.979143881,1735564.841,51.53388847,9.894122595,9.77620977,5.198946726,0.492862255,44.25611515,0.504144516,1.463401122,2.539276085,3.589647991,4.658171756,6.119211311,8.046506476,11.12857078,16.68187445,45.26919552,0.585279334,0.703147249,0.600621638,5.591226438,31.48647165
Bolivia,2006,national,income,16.07259822,1510093,0.945426917,1427682.57,49.75931144,7.997615429,10.41418241,5.770450788,0.603497415,45.36527884,0.579495721,1.679072448,2.721375524,3.745779398,4.937693634,6.403109695,8.391464293,11.4179383,16.56301448,43.5610565,0.566676818,0.646193928,0.57833969,4.992257495,26.6204367
Bolivia,2007,national,income,12.44287638,1189345,0.907502004,1079332.971,47.76326337,5.943125694,10.37445452,6.069755614,0.812343003,43.42336854,0.783022376,2.107378549,2.96954967,3.845651406,5.17781192,6.660809187,8.569307223,11.19835356,16.83206627,41.85604984,0.545370687,0.576090172,0.536981102,4.312566066,20.3044898
Bolivia,2008,national,income,11.00038372,1069398,0.864175031,924147.0502,45.48289639,5.003295127,10.87914177,7.022131637,0.955355468,41.92841353,0.878153339,2.288348819,3.455510252,4.541494961,5.821800617,7.260617666,9.13384643,11.78318705,16.29685599,38.54018488,0.508160807,0.503274713,0.472192189,3.452336582,17.31785994
Bolivia,2009,national,income,10.34468752,1022551,0.914887391,935519.017,48.15196797,4.981172387,11.50038713,7.937040553,0.954574987,42.458415,0.830037264,2.336837878,3.691155208,4.841077675,6.182376509,7.673510563,9.413939741,11.86936389,16.24258323,36.91911804,0.492229627,0.48151414,0.43539201,3.155720758,16.78680052
Bolivia,2011,national,income,7.20750609,736099,0.799934626,588831.0784,42.10182243,3.034491146,12.6340402,8.968474758,1.40991795,42.56045423,1.115967598,2.658292251,3.974571289,5.213547409,6.409628288,7.868830474,9.826544731,12.35444757,16.89104137,33.68712902,0.460809514,0.410364926,0.427640749,2.598838547,13.40081828
Bolivia,2012,national,income,8.160950094,846917,0.917323606,776896.9567,48.2801898,3.940122005,12.92960014,9.273320832,1.191204445,43.53583369,0.921300297,2.522611232,3.849353831,5.151819651,6.459816288,7.99707249,9.983172333,12.48334819,16.96005938,33.67144631,0.465852318,0.436722072,0.435370059,2.705601953,14.701744
Bolivia,2013,national,income,6.884085929,725746,0.857531058,622349.7353,45.13321359,3.107008547,14.25465949,9.960025424,1.436977689,50.21114356,1.008075774,2.562626876,3.758579796,5.008098576,6.291667127,7.757026514,9.525567501,12.15400708,16.70997826,35.2243725,0.475987892,0.443634618,0.433950215,2.855093187,14.54457452
Bolivia,2014,national,income,5.714682673,611843,0.845753323,517468.2505,44.5133328,2.543793755,14.33241017,9.884209068,1.598511974,51.66142763,1.115312746,2.645425741,3.847669946,4.977156854,6.199087057,7.621745823,9.361586206,11.90755903,16.27927855,36.04517805,0.478319912,0.437489418,0.423465225,2.864009461,13.91334622
Bolivia,2015,national,income,6.298490917,684629,0.84374871,577654.8359,44.40782687,2.797022604,13.81510099,9.747515502,1.547283605,48.07437697,1.119994423,2.75727124,3.933481947,5.089464776,6.339238262,7.810247804,9.634267407,12.16143466,16.35617345,34.79842603,0.467399531,0.425658947,0.419112449,2.697507993,13.19347291
